UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U123552,0,1,78,PR100258,IOS,PR100258,0,0
U123553,0,1,731,PR100219,WINDOWS,PR100219,0,0
U123554,0,2,63,PR101051,WINDOWS,Product101,0,0
U123555,0,3,93,PR100153,WINDOWS,PR100153,0,0
U123556,0,2,616,PR100036,WINDOWS,Product101,0,0
U123557,0,1,100,PR100412,WINDOWS,PR100412,0,0
U123558,0,1,46,PR100654,WINDOWS,PR100654,0,0
U123559,0,1,677,PR100793,ANDROID,PR100793,0,0
U123560,0,1,404,PR100109,MAC OS X,PR100109,0,0
U123561,0,1,446,PR100258,ANDROID,PR100409,0,0
U123563,0,5,246,PR100225,WINDOWS,PR100252,0,0
U123564,0,2,1724,PR101041,WINDOWS,PR101041,0,0
U123565,0,3,175,PR100166,WINDOWS,PR100017,0,0
U123566,0,2,182,PR100853,ANDROID,PR100258,0,0
U123567,0,1,206,PR100017,ANDROID,PR100017,0,0
U123568,0,1,115,PR100167,WINDOWS,PR100167,0,0
U123569,0,1,160,PR100764,MAC OS X,PR100102,0,0
U123570,0,3,44,PR100047,MAC OS X,PR100070,0,0
U123571,0,2,257,PR100266,MAC OS X,PR100012,0,0
U123572,0,4,218,PR100901,WINDOWS,PR100219,0,0
U123573,0,1,114,PR100060,WINDOWS,PR100060,0,0
U123574,0,2,203,PR100220,WINDOWS,PR100220,0,0
U123576,0,1,52,PR100185,WINDOWS,PR100185,0,0
U123577,0,1,244,PR100621,WINDOWS,PR100621,0,0
U123579,0,0,49,Product101,ANDROID,Product101,0,0
U123580,0,2,73,PR100017,WINDOWS,PR100017,0,0
U123582,0,1,52,PR100119,WINDOWS,PR100119,0,0
U123583,0,1,78,PR100119,WINDOWS,Product101,0,0
U123585,0,4,160,PR100240,WINDOWS,PR100240,0,0
U123586,0,1,376,PR100166,WINDOWS,PR100166,0,0
U123588,0,1,74,PR100258,ANDROID,PR100258,0,0
U123589,0,4,244,PR100390,WINDOWS,Product101,0,0
U123590,0,4,496,PR100020,WINDOWS,PR100020,0,0
U123591,0,1,110,PR100102,WINDOWS,PR101747,0,0
U123592,0,1,106,PR100113,WINDOWS,PR100113,0,0
U123593,0,0,135,Product101,ANDROID,PR101611,0,0
U123594,0,0,48,Product101,ANDROID,PR100895,0,0
U123595,0,1,410,PR100253,WINDOWS,Product101,0,0
U123596,0,1,90,PR100631,ANDROID,PR100023,0,0
U123597,0,1,46,PR100162,WINDOWS,PR100162,0,0
U123598,0,2,130,PR100368,WINDOWS,PR100152,0,0
U123599,0,1,65,PR100266,UBUNTU,PR100266,0,0
U123600,0,1,320,PR100036,WINDOWS,PR100036,0,0
U123602,0,4,79,PR100668,WINDOWS,PR100984,0,0
U123604,0,1,76,PR100003,WINDOWS,PR100003,0,0
U123605,0,2,1215,PR100480,WINDOWS,PR100480,0,0
U123606,0,1,1025,PR100002,WINDOWS,PR100002,0,0
U123607,0,2,271,PR100306,WINDOWS,PR100306,0,0
U123608,0,3,120,PR100040,ANDROID,PR100017,0,0
U123609,0,0,69,Product101,WINDOWS,PR100167,0,0
U123610,0,3,68,PR100096,WINDOWS,PR100540,0,0
U123611,0,1,51,PR100258,ANDROID,PR100258,0,0
U123612,0,1,62,PR100051,LINUX,PR100051,0,0
U123613,0,4,475,PR100166,WINDOWS,PR100166,0,0
U123614,0,2,564,PR100095,ANDROID,PR100166,0,0
U123615,0,2,54,PR101011,WINDOWS,PR101011,0,0
U123616,0,0,1733,Product101,WINDOWS,Product101,0,0
U123617,0,1,355,PR100219,WINDOWS,PR101651,0,0
U123618,0,1,139,PR100103,WINDOWS,PR100003,0,0
U123620,0,1,576,Product101,WINDOWS,PR100102,0,0
U123621,0,1,524,PR100102,ANDROID,PR100102,0,0
U123622,0,1,733,PR100444,IOS,PR100444,0,0
U123623,0,2,123,PR100258,ANDROID,PR100258,0,0
U123624,0,3,333,PR100166,ANDROID,PR100166,0,0
U123625,0,1,55,PR100282,ANDROID,PR100282,0,0
U123626,0,2,64,PR100072,WINDOWS,PR100072,0,0
U123627,0,1,75,PR100121,WINDOWS,Product101,0,0
U123628,0,3,482,PR100269,WINDOWS,Product101,0,0
U123629,0,0,176,Product101,WINDOWS,Product101,0,0
U123630,0,2,467,PR100145,ANDROID,PR100017,0,0
U123631,0,0,88,Product101,ANDROID,PR100081,0,0
U123632,0,0,94,Product101,WINDOWS,PR100273,0,0
U123633,0,2,46,PR100355,MAC OS X,PR100170,0,0
U123634,0,1,216,PR100102,IOS,PR100102,0,0
U123635,0,1,340,PR100436,WINDOWS,Product101,0,0
U123636,0,3,204,PR100743,ANDROID,PR100154,0,0
U123637,0,1,723,PR100401,ANDROID,PR100401,0,0
U123638,0,1,644,PR100258,ANDROID,PR100258,0,0
U123639,0,1,138,PR100762,WINDOWS,PR100762,0,0
U123640,0,1,339,PR100540,WINDOWS,PR100540,0,0
U123641,0,2,417,PR100102,ANDROID,PR100102,0,0
U123642,0,1,55,PR100036,WINDOWS,PR100036,0,0
U123643,0,1,275,PR100599,LINUX,PR100599,0,0
U123644,0,2,412,PR100189,WINDOWS,PR100071,0,0
U123645,0,2,48,PR100003,WINDOWS,PR100003,0,0
U123646,0,2,73,PR101421,WINDOWS,PR101421,0,0
U123647,0,2,295,PR100465,WINDOWS,PR100070,0,0
U123648,0,1,1088,PR100777,WINDOWS,PR100777,0,0
U123649,0,1,75,PR100209,MAC OS X,PR100209,0,0
U123650,0,0,637,Product101,WINDOWS,PR100487,0,0
U123651,0,1,161,PR100268,ANDROID,PR100268,0,0
U123652,0,1,67,PR100357,WINDOWS,PR100357,0,0
U123653,0,1,490,PR100579,WINDOWS,Product101,0,0
U123654,0,6,307,PR100017,WINDOWS,PR100017,0,0
U123655,0,3,519,PR100390,WINDOWS,PR100390,0,0
U123656,0,1,369,PR100097,WINDOWS,PR100200,0,0
U123657,0,1,54,PR100739,ANDROID,PR100172,0,0
U123658,0,1,241,PR100003,WINDOWS,PR100003,0,0
U123659,0,1,46,PR101011,WINDOWS,Product101,0,0
U123660,0,0,86,Product101,WINDOWS,Product101,0,0
U123661,0,1,87,PR100258,ANDROID,PR102440,0,0
U123662,0,1,470,PR100051,WINDOWS,Product101,0,0
U123663,0,1,566,PR100253,WINDOWS,PR100253,0,0
U123664,0,6,443,PR101062,WINDOWS,PR100591,0,0
U123665,0,1,1021,PR100083,MAC OS X,PR100083,0,0
U123666,0,2,660,PR100005,WINDOWS,PR100005,0,0
U123667,0,0,481,Product101,WINDOWS,PR101340,0,0
U123668,0,1,1414,PR100200,LINUX,PR100200,0,0
U123669,0,1,129,PR100771,ANDROID,PR100771,0,0
U123670,0,6,61,PR100461,WINDOWS,PR100474,0,0
U123671,0,1,48,PR101050,MAC OS X,PR100507,0,0
U123672,0,4,65,PR100390,WINDOWS,PR100390,0,0
U123673,0,1,53,PR100350,WINDOWS,Product101,0,0
U123674,0,2,154,Product101,WINDOWS,PR100393,0,0
U123675,0,2,415,PR100853,IOS,PR100853,0,0
U123676,0,2,80,PR100079,ANDROID,Product101,0,0
U123677,0,1,692,PR100166,MAC OS X,PR100166,0,0
U123678,0,1,103,PR100374,WINDOWS,PR100374,0,0
U123679,0,1,525,PR101199,MAC OS X,PR101199,0,0
U123680,0,3,2070,PR100223,WINDOWS,PR100063,0,0
U123681,0,0,478,Product101,WINDOWS,PR101065,0,0
U123682,0,1,49,PR100219,ANDROID,PR100219,0,0
U123683,0,1,71,PR100258,ANDROID,PR100258,0,0
U123684,0,1,1145,PR100465,LINUX,PR100465,0,0
U123685,0,1,359,PR100258,ANDROID,PR100258,0,0
U123686,0,1,0,PR100166,MAC OS X,PR100166,0,0
U123687,0,1,123,PR100055,WINDOWS,PR100055,0,0
U123688,0,1,73,PR100166,ANDROID,PR100166,0,0
U123689,0,1,134,Product101,WINDOWS,PR100003,0,0
U123690,0,1,53,PR100036,ANDROID,PR100036,0,0
U123691,0,2,1455,PR100657,WINDOWS,PR100544,0,0
U123692,0,1,59,PR100498,ANDROID,PR100498,0,0
U123693,0,3,811,PR100166,IOS,PR100166,0,0
U123694,0,1,370,PR100500,WINDOWS,PR100500,0,0
U123695,0,0,320,Product101,WINDOWS,Product101,0,0
U123696,0,2,633,PR100017,WINDOWS,PR101151,0,0
U123697,0,1,102,PR101155,ANDROID,PR101155,0,0
U123698,0,1,89,PR101230,MAC OS X,PR101230,0,0
U123699,0,3,45,PR100071,WINDOWS,PR100071,0,0
U123700,0,4,117,PR100166,ANDROID,Product101,0,0
U123701,0,1,59,PR101097,WINDOWS,Product101,0,0
U123702,0,1,46,PR100166,IOS,PR100166,0,0
U123703,0,2,67,PR100036,MAC OS X,PR100036,0,0
U123704,0,4,48,PR100123,WINDOWS,PR100123,0,0
U123705,0,0,57,Product101,MAC OS X,PR100161,0,0
U123706,0,3,319,PR100241,WINDOWS,PR100765,0,0
U123707,0,1,104,PR100427,WINDOWS,PR100427,0,0
U123708,0,2,53,PR100366,WINDOWS,Product101,0,0
U123709,0,2,465,PR100275,WINDOWS,PR100275,0,0
U123710,0,1,166,PR100088,WINDOWS,PR100088,0,0
U123711,0,1,456,PR100453,ANDROID,PR100453,0,0
U123712,0,1,161,PR101049,WINDOWS,PR101049,0,0
U123713,0,1,108,PR100775,WINDOWS,PR100775,0,0
U123715,0,1,78,PR100086,MAC OS X,Product101,0,0
U123716,0,1,78,PR100453,WINDOWS,PR100453,0,0
U123717,0,1,47,PR100146,WINDOWS,PR100146,0,0
U123718,0,2,366,PR100017,WINDOWS,Product101,0,0
U123719,0,1,235,PR101973,ANDROID,PR101973,0,0
U123721,0,1,235,PR100017,ANDROID,PR100017,0,0
U123722,0,2,409,PR100466,MAC OS X,PR100014,0,0
U123723,0,3,194,PR100406,MAC OS X,PR100406,0,0
U123724,0,2,1474,PR100139,MAC OS X,PR100123,0,0
U123725,0,25,228,PR100673,WINDOWS,PR100595,0,0
U123726,0,0,180,Product101,WINDOWS,Product101,0,0
U123727,0,0,54,Product101,WINDOWS,PR100020,0,0
U123728,0,4,84,PR100017,WINDOWS,PR100387,0,0
U123729,0,1,108,PR100317,ANDROID,PR100317,0,0
U123730,0,2,256,PR100332,WINDOWS,PR100332,0,0
U123731,0,0,74,Product101,ANDROID,PR100812,0,0
U123732,0,2,89,PR100258,ANDROID,PR100258,0,0
U123733,0,1,250,PR101213,WINDOWS,PR100197,0,0
U123734,0,2,161,PR100237,WINDOWS,PR100237,0,0
U123735,0,3,267,PR100047,WINDOWS,PR100047,0,0
U123736,0,0,43,Product101,MAC OS X,PR100436,0,0
U123737,0,3,117,PR101062,ANDROID,PR101540,0,0
U123738,0,3,60,PR100258,ANDROID,PR100258,0,0
U123739,0,1,0,PR100244,WINDOWS,Product101,0,0
U123740,0,1,173,PR100200,WINDOWS,PR100200,0,0
U123741,0,1,53,PR100258,ANDROID,PR100258,0,0
U123742,0,1,1395,PR100282,ANDROID,Product101,0,0
U123743,0,1,77,PR100070,WINDOWS,Product101,0,0
U123744,0,2,131,PR100615,WINDOWS,PR100615,0,0
U123745,0,1,273,PR100258,ANDROID,PR100258,0,0
U123746,0,2,321,PR100071,WINDOWS,PR100732,0,0
U123747,0,17,418,PR100017,WINDOWS,PR100051,0,0
U123748,0,12,342,PR101592,WINDOWS,PR101030,0,0
U123749,0,1,354,PR100771,MAC OS X,PR100969,0,0
U123750,0,2,220,PR100137,WINDOWS,PR100137,0,0
U123751,0,2,521,PR109218,ANDROID,PR100877,0,0
U123752,0,3,194,PR100885,MAC OS X,PR100885,0,0
U123753,0,1,1043,PR100872,WINDOWS,PR100872,0,0
U123754,0,1,277,PR100432,WINDOWS,PR100432,0,0
U123755,0,1,0,PR100153,WINDOWS,PR100417,0,0
U123756,0,2,44,PR100872,MAC OS X,PR100028,0,0
U123758,0,1,87,PR100910,ANDROID,PR100910,0,0
U123760,0,1,2061,PR100487,ANDROID,PR100487,0,0
U123761,0,3,72,PR101244,WINDOWS,PR100269,0,0
U123762,0,1,427,PR100268,WINDOWS,Product101,0,0
U123763,0,1,87,PR100181,WINDOWS,PR100181,0,0
U123764,0,1,450,PR100567,ANDROID,PR100567,0,0
U123765,0,0,192,Product101,LINUX,PR100067,0,0
U123766,0,1,46,PR100019,WINDOWS,Product101,0,0
U123767,0,1,66,PR100901,WINDOWS,PR100901,0,0
U123768,0,1,906,PR100614,ANDROID,PR100614,0,0
U123769,0,3,48,PR100141,MAC OS X,PR100292,0,0
U123770,0,4,152,PR100017,WINDOWS,PR100040,0,0
U123771,0,2,51,PR100258,ANDROID,PR100895,0,0
U123772,0,1,125,PR100545,ANDROID,PR100545,0,0
U123773,0,1,188,PR100941,WINDOWS,PR100941,0,0
U123774,0,2,74,PR100018,WINDOWS,PR100018,0,0
U123775,0,0,56,Product101,ANDROID,PR100193,0,0
U123776,0,1,154,PR100200,WINDOWS,PR100200,0,0
U123777,0,3,443,PR101188,WINDOWS,PR100437,0,0
U123778,0,2,63,PR100020,MAC OS X,PR100020,0,0
U123779,0,1,362,PR101715,WINDOWS,PR101715,0,0
U123780,0,1,1356,PR101340,WINDOWS,PR101340,0,0
U123781,0,5,378,PR100661,WINDOWS,PR100102,0,0
U123782,0,2,124,PR100924,WINDOWS,Product101,0,0
U123783,0,1,1939,PR100453,WINDOWS,PR100453,0,0
U123784,0,1,48,PR100226,WINDOWS,PR100226,0,0
U123785,0,2,58,PR100041,WINDOWS,PR100041,0,0
U123786,0,2,197,PR100750,WINDOWS,PR100209,0,0
U123787,0,2,61,PR100014,WINDOWS,PR100773,0,0
U123788,0,1,73,PR100013,WINDOWS,PR100013,0,0
U123789,0,1,301,PR100254,ANDROID,PR100254,0,0
U123790,0,3,128,PR100451,WINDOWS,PR109234,0,0
U123791,0,1,538,PR100495,WINDOWS,Product101,0,0
U123792,0,8,63,PR100258,WINDOWS,PR100802,0,0
U123793,0,2,81,PR100143,WINDOWS,Product101,0,0
U123794,0,1,135,PR100102,ANDROID,PR100102,0,0
U123795,0,8,47,PR100017,WINDOWS,PR100656,0,0
U123796,0,1,398,PR100980,ANDROID,PR100980,0,0
U123797,0,1,622,PR100393,MAC OS X,PR100393,0,0
U123798,0,1,78,PR100401,WINDOWS,PR100401,0,0
U123799,0,1,394,PR100017,ANDROID,PR101463,0,0
U123800,0,1,575,PR100244,ANDROID,Product101,0,0
U123801,0,2,172,PR100123,MAC OS X,PR100072,0,0
U123802,0,1,130,PR100446,IOS,PR100446,0,0
U123803,0,1,1281,PR100852,ANDROID,Product101,0,0
U123804,0,1,55,PR100000,ANDROID,Product101,0,0
U123805,0,0,103,Product101,WINDOWS,PR100833,0,0
U123806,0,3,551,PR100003,WINDOWS,PR100197,0,0
U123807,0,1,119,PR100067,WINDOWS,PR100067,0,0
U123808,0,1,61,PR100307,MAC OS X,PR100307,0,0
U123809,0,1,268,PR100054,WINDOWS,PR100054,0,0
U123810,0,2,329,PR100250,WINDOWS,PR100250,0,0
U123811,0,2,49,PR100018,WINDOWS,Product101,0,0
U123812,0,1,575,PR100065,WINDOWS,PR100065,0,0
U123813,0,1,356,PR102202,WINDOWS,PR100080,0,0
U123814,0,1,75,PR100312,WINDOWS,PR100312,0,0
U123815,0,1,180,PR100098,ANDROID,Product101,0,0
U123816,0,0,679,Product101,UBUNTU,Product101,0,0
U123817,0,1,781,PR100624,WINDOWS,Product101,0,0
U123818,0,2,376,PR100732,ANDROID,PR100017,0,0
U123820,0,3,479,PR105279,WINDOWS,PR100332,0,0
U123821,0,1,124,PR100141,ANDROID,Product101,0,0
U123822,0,1,136,PR100417,WINDOWS,PR100828,0,0
U123823,0,2,56,PR100017,WINDOWS,PR100017,0,0
U123824,0,2,809,PR100086,WINDOWS,PR100086,0,0
U123828,0,0,682,Product101,WINDOWS,Product101,0,0
U123829,0,1,1359,PR100118,ANDROID,PR100118,0,0
U123830,0,2,657,PR101499,MAC OS X,PR100317,0,0
U123831,0,3,494,PR100051,WINDOWS,PR101359,0,0
U123832,0,1,74,PR100453,WINDOWS,PR100453,0,0
U123833,0,3,128,PR100055,WINDOWS,PR100055,0,0
U123834,0,1,0,PR100090,WINDOWS,PR100090,0,0
U123835,0,1,100,PR100003,WINDOWS,PR100003,0,0
U123836,0,1,91,PR100499,WINDOWS,PR100499,0,0
U123837,0,2,422,PR100141,WINDOWS,PR100141,0,0
U123838,0,1,50,Product101,WINDOWS,PR100217,0,0
U123839,0,1,265,PR100017,WINDOWS,PR100017,0,0
U123840,0,1,172,PR100200,WINDOWS,Product101,0,0
U123841,0,1,201,PR100486,WINDOWS,PR100486,0,0
U123842,0,1,84,PR100498,ANDROID,Product101,0,0
U123843,0,1,209,PR101546,WINDOWS,PR101546,0,0
U123844,0,3,645,PR100363,WINDOWS,PR100017,0,0
U123845,0,4,607,PR100123,WINDOWS,PR100017,0,0
U123846,0,2,920,PR100219,MAC OS X,PR100219,0,0
U123847,0,2,760,PR100723,ANDROID,PR100723,0,0
U123848,0,1,100,PR100047,WINDOWS,Product101,0,0
U123849,0,4,113,PR100166,WINDOWS,PR100095,0,0
U123850,0,2,784,PR100047,WINDOWS,PR100667,0,0
U123851,0,1,858,PR100000,ANDROID,PR100000,0,0
U123852,0,5,0,PR100017,WINDOWS,PR100017,0,0
U123853,0,5,1276,PR101637,WINDOWS,PR101925,0,0
U123854,0,1,52,PR100453,ANDROID,PR100453,0,0
U123855,0,1,387,PR101108,WINDOWS,PR101108,0,0
U123856,0,4,655,PR100102,WINDOWS,PR100102,0,0
U123857,0,2,275,PR100241,WINDOWS,PR100241,0,0
U123858,0,1,608,PR100595,WINDOWS,Product101,0,0
U123859,0,1,0,PR100910,WINDOWS,PR100946,0,0
U123860,0,4,1795,PR100524,IOS,Product101,0,0
U123861,0,5,51,PR100017,WINDOWS,PR100220,0,0
U123862,0,1,66,PR100471,WINDOWS,Product101,0,0
U123863,0,0,369,Product101,ANDROID,PR102563,0,0
U123864,0,6,78,PR100219,WINDOWS,PR100219,0,0
U123865,0,6,472,PR100139,LINUX,PR100339,0,0
U123866,0,0,1125,Product101,ANDROID,PR100200,0,0
U123867,0,2,136,Product101,WINDOWS,PR100251,0,0
U123869,0,1,219,PR100102,WINDOWS,PR100102,0,0
U123870,0,1,257,PR100017,ANDROID,PR100017,0,0
U123871,0,2,834,PR100535,WINDOWS,PR105664,0,0
U123872,0,1,85,PR100690,WINDOWS,PR100690,0,0
U123873,0,3,79,PR100060,ANDROID,PR100060,0,0
U123874,0,3,891,PR100244,WINDOWS,PR100244,0,0
U123875,0,1,315,PR100291,WINDOWS,PR100291,0,0
U123876,0,5,834,PR100287,WINDOWS,PR100287,0,0
U123877,0,1,642,PR100020,WINDOWS,Product101,0,0
U123878,0,5,1033,PR100102,WINDOWS,PR100102,0,0
U123879,0,1,50,PR100027,WINDOWS,Product101,0,0
U123880,0,4,163,PR100850,WINDOWS,PR100850,0,0
U123881,0,1,362,PR100018,WINDOWS,Product101,0,0
U123882,0,1,2055,PR100017,ANDROID,Product101,0,0
U123883,0,1,117,PR100070,ANDROID,PR100070,0,0
U123884,0,3,107,PR101421,WINDOWS,PR100102,0,0
U123885,0,1,316,PR100017,WINDOWS,PR100017,0,0
U123886,0,1,52,PR100309,WINDOWS,PR100390,0,0
U123887,0,2,164,PR100138,MAC OS X,PR100138,0,0
U123888,0,1,128,PR100390,WINDOWS,PR100166,0,0
U123889,0,1,1022,PR100121,WINDOWS,Product101,0,0
U123890,0,1,0,PR100802,WINDOWS,PR100802,0,0
U123891,0,1,802,PR101058,ANDROID,Product101,0,0
U123892,0,1,101,PR101098,ANDROID,PR100941,0,0
U123893,0,5,157,PR100166,WINDOWS,PR100166,0,0
U123894,0,1,136,PR100166,WINDOWS,PR100040,0,0
U123895,0,1,106,PR100102,ANDROID,PR100102,0,0
U123896,0,2,701,PR100301,WINDOWS,PR100301,0,0
U123897,0,1,418,PR101624,ANDROID,PR101624,0,0
U123898,0,1,63,PR100345,LINUX,Product101,0,0
U123899,0,1,81,PR100481,MAC OS X,PR100033,0,0
U123900,0,1,1340,PR100017,ANDROID,PR100200,0,0
U123901,0,0,126,Product101,WINDOWS,PR100240,0,0
U123902,0,1,74,PR100859,ANDROID,PR100859,0,0
U123904,0,2,155,PR100662,WINDOWS,PR100662,0,0
U123905,0,8,351,PR100166,MAC OS X,PR100166,0,0
U123906,0,1,303,PR100800,ANDROID,PR100800,0,0
U123907,0,2,197,PR100017,ANDROID,PR100102,0,0
U123908,0,1,284,PR100298,ANDROID,PR100298,0,0
U123909,0,2,449,PR100406,WINDOWS,PR100142,0,0
U123910,0,3,58,PR100030,WINDOWS,PR100030,0,0
U123911,0,3,62,PR100595,WINDOWS,PR100942,0,0
U123912,0,1,177,PR100635,ANDROID,PR100635,0,0
U123913,0,1,80,PR100673,ANDROID,PR100673,0,0
U123914,0,1,56,PR100060,LINUX,PR100060,0,0
U123915,0,1,274,PR100241,WINDOWS,Product101,0,0
U123916,0,1,697,PR100017,WINDOWS,Product101,0,0
U123917,0,2,648,PR101340,WINDOWS,PR101340,0,0
U123919,0,1,183,PR100017,ANDROID,Product101,0,0
U123920,0,1,236,PR100102,ANDROID,Product101,0,0
U123921,0,1,512,PR100869,WINDOWS,Product101,0,0
U123922,0,4,103,PR100390,WINDOWS,Product101,0,0
U123923,0,1,112,PR101381,ANDROID,PR100102,0,0
U123924,0,1,716,PR100017,MAC OS X,Product101,0,0
U123925,0,1,1327,PR100258,MAC OS X,PR100258,0,0
U123926,0,1,45,PR101642,MAC OS X,Product101,0,0
U123927,0,4,186,PR100166,WINDOWS,PR100166,0,0
U123928,0,1,44,Product101,WINDOWS,PR100087,0,0
U123929,0,8,697,PR100017,ANDROID,PR100017,0,0
U123930,0,2,46,PR102001,WINDOWS,PR100497,0,0
U123931,0,1,419,PR100333,WINDOWS,PR100333,0,0
U123932,0,1,667,PR100724,WINDOWS,Product101,0,0
U123933,0,1,47,PR100885,WINDOWS,PR100885,0,0
U123934,0,1,637,PR101013,WINDOWS,Product101,0,0
U123935,0,3,588,PR100219,WINDOWS,PR100001,0,0
U123936,0,1,88,PR100017,WINDOWS,Product101,0,0
U123937,0,1,396,PR100125,MAC OS X,Product101,0,0
U123938,0,1,247,PR100275,WINDOWS,PR100017,0,0
U123939,0,1,116,PR100017,ANDROID,PR100017,0,0
U123940,0,2,62,PR100406,WINDOWS,PR100355,0,0
U123941,0,1,234,PR100192,WINDOWS,PR100192,0,0
U123942,0,16,611,PR100312,WINDOWS,PR100719,0,0
U123943,0,1,84,PR100193,WINDOWS,PR100193,0,0
U123944,0,1,402,PR101058,WINDOWS,PR100486,0,0
U123945,0,3,477,PR100481,WINDOWS,PR100481,0,0
U123946,0,3,81,PR100450,ANDROID,PR100646,0,0
U123947,0,2,922,PR101095,WINDOWS,PR101095,0,0
U123948,0,1,347,PR100333,WINDOWS,PR100060,0,0
U123949,0,4,270,PR100390,WINDOWS,PR100371,0,0
U123950,0,3,113,PR100021,MAC OS X,PR100021,0,0
U123951,0,3,505,Product101,WINDOWS,PR100166,0,0
U123952,0,1,56,PR100857,MAC OS X,PR100857,0,0
U123953,0,1,1085,PR100339,ANDROID,PR100339,0,0
U123954,0,1,909,PR100083,WINDOWS,Product101,0,0
U123955,0,1,51,PR100282,ANDROID,PR100172,0,0
U123956,0,1,1209,PR100096,WINDOWS,PR100096,0,0
U123957,0,1,207,PR100245,ANDROID,PR100245,0,0
U123958,0,2,88,PR100997,ANDROID,Product101,0,0
U123959,0,1,63,PR100208,LINUX,Product101,0,0
U123960,0,1,250,PR100064,ANDROID,PR100064,0,0
U123961,0,1,130,PR101075,WINDOWS,PR101075,0,0
U123962,0,2,398,PR101144,WINDOWS,PR101144,0,0
U123963,0,1,338,PR100152,WINDOWS,PR100152,0,0
U123964,0,1,426,PR109278,ANDROID,PR109278,0,0
U123965,0,1,0,PR100202,ANDROID,PR100487,0,0
U123966,0,2,327,PR100020,WINDOWS,Product101,0,0
U123967,0,1,412,PR101004,WINDOWS,Product101,0,0
U123969,0,1,828,PR100301,WINDOWS,Product101,0,0
U123970,0,4,337,PR101258,ANDROID,PR101258,0,0
U123971,0,2,2035,PR100166,WINDOWS,PR100166,0,0
U123972,0,1,116,PR100318,ANDROID,Product101,0,0
U123973,0,1,362,PR100486,ANDROID,PR100486,0,0
U123974,0,2,324,PR100017,WINDOWS,PR100017,0,0
U123975,0,1,84,PR100534,LINUX,PR100534,0,0
U123976,0,1,306,PR101571,UBUNTU,Product101,0,0
U123977,0,1,91,PR101614,WINDOWS,Product101,0,0
U123978,0,1,109,PR100102,WINDOWS,PR100102,0,0
U123979,0,1,235,PR100251,ANDROID,Product101,0,0
U123980,0,4,104,PR100406,LINUX,PR101216,0,0
U123981,0,1,66,PR100565,MAC OS X,Product101,0,0
U123982,0,1,69,PR100054,WINDOWS,Product101,0,0
U123983,0,1,558,PR100226,WINDOWS,PR100226,0,0
U123984,0,1,495,PR101026,WINDOWS,PR101026,0,0
U123985,0,1,535,PR100308,WINDOWS,PR100308,0,0
U123986,0,2,453,PR100083,WINDOWS,PR100150,0,0
U123987,0,2,47,PR100017,ANDROID,PR100102,0,0
U123988,0,1,814,PR102265,MAC OS X,PR102265,0,0
U123989,0,2,63,PR100257,WINDOWS,PR100028,0,0
U123990,0,2,728,PR100362,LINUX,PR100446,0,0
U123991,0,1,1794,PR100226,WINDOWS,PR100226,0,0
U123993,0,2,1668,PR101244,WINDOWS,PR101244,0,0
U123994,0,2,57,PR100166,MAC OS X,PR100166,0,0
U123995,0,1,413,PR101320,WINDOWS,PR100598,0,0
U123996,0,1,685,PR100003,WINDOWS,PR100003,0,0
U123997,0,1,448,PR100166,ANDROID,PR100166,0,0
U123998,0,2,296,PR100348,WINDOWS,PR100189,0,0
U124000,0,3,257,PR100219,WINDOWS,PR101148,0,0
U124001,0,1,51,PR101181,WINDOWS,PR101181,0,0
U124002,0,1,126,PR100166,WINDOWS,PR100166,0,0
U124003,0,1,618,PR100102,ANDROID,PR100102,0,0
U124004,0,0,51,Product101,MAC OS X,PR100225,0,0
U124005,0,1,67,PR100445,IOS,PR100445,0,0
U124006,0,0,53,Product101,MAC OS X,PR100166,0,0
U124007,0,3,301,PR100102,WINDOWS,PR100102,0,0
U124008,0,1,399,PR100401,ANDROID,PR100401,0,0
U124009,0,1,73,PR100751,ANDROID,PR100751,0,0
U124010,0,2,678,PR100017,WINDOWS,Product101,0,0
U124011,0,1,252,PR100050,WINDOWS,PR100050,0,0
U124012,0,0,144,Product101,WINDOWS,PR100137,0,0
U124013,0,1,58,PR100499,WINDOWS,PR100499,0,0
U124014,0,3,1001,PR100051,WINDOWS,Product101,0,0
U124015,0,1,45,PR100043,WINDOWS,PR100043,0,0
U124016,0,1,1690,PR100312,WINDOWS,PR100312,0,0
U124017,0,2,206,PR100748,WINDOWS,PR100748,0,0
U124018,0,1,513,PR100736,ANDROID,PR100736,0,0
U124019,0,1,45,PR101095,WINDOWS,PR101095,0,0
U124020,0,1,171,PR100102,ANDROID,PR100102,0,0
U124021,0,1,809,PR100060,ANDROID,Product101,0,0
U124022,0,1,889,PR100119,MAC OS X,Product101,0,0
U124023,0,3,1376,PR100250,WINDOWS,PR101042,0,0
U124024,0,2,47,PR100086,WINDOWS,PR100086,0,0
U124025,0,4,1223,PR100202,WINDOWS,PR109290,0,0
U124026,0,1,79,PR100072,ANDROID,PR100072,0,0
U124027,0,1,1724,PR103332,ANDROID,PR100221,0,0
U124028,0,2,115,PR100050,ANDROID,PR100050,0,0
U124029,0,1,111,PR100102,ANDROID,PR100102,0,0
U124030,0,4,137,PR100192,WINDOWS,PR100017,0,0
